Contigs_ID	Similarity_label	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	-15	-16	-17	-18	-19	-20	-21	-22	-23	-24	-25	-26	-27	-28	-29	-30	-31	-32	-33	-34	-35	dens15to18	dens20to22	dens25to29	ratiosi_pi	ratio_si	dens18to35	length
bN_RNPM170_Contig1010_1009	viral	-0.315671642948575	-0.315671642948575	-0.315671642948575	-0.315671642948575	-0.163873257268386	0.236322486797567	5.94946172967014	0.236322486797567	0.443320285452371	-0.039674578075504	-0.17767311051204	-0.0258747248318504	0.0983239543610316	0.0983239543610316	-0.246672376730307	-0.260472229973961	-0.260472229973961	-0.315671642948575	-0.274272083217614	-0.260472229973961	-0.288071936461268	-0.219072670243	-0.0120748715881969	-0.122473697537425	-0.17767311051204	-0.17767311051204	-0.288071936461268	3.0790922549902	-0.0672742845628111	-0.246672376730307	-0.288071936461268	-0.246672376730307	-0.301871789704922	-0.288071936461268	-0.274272083217614	-0.274272083217614	-0.288071936461268	-0.274272083217614	-0.288071936461268	-0.315671642948575	-0.315671642948575	-0.288071936461268	-16.6096404744368	1.70874994447696	-1.20163386116965	2.91038380564662	0.865939077265302	2.06685497475625	253
bN_RNPM170_Contig14_13	viral	-0.339558010288624	-0.339558010288624	-0.339558010288624	-0.331505251151345	-0.186555586680311	2.51111872430836	5.02357957513961	0.22413512932095	-0.0174476447974392	-0.146291790993913	-0.065764199621117	-0.162397309268473	-0.106027995307515	-0.122133513582074	-0.146291790993913	-0.21071386409215	-0.170450068405752	-0.186555586680311	-0.234872141503989	-0.21876662322943	-0.283188696327667	-0.186555586680311	-0.267083178053108	-0.250977659778548	-0.307346973739506	-0.307346973739506	-0.283188696327667	3.62239948525295	-0.0818697178956762	-0.283188696327667	-0.283188696327667	-0.307346973739506	-0.299294214602226	-0.315399732876785	-0.339558010288624	-0.283188696327667	-0.315399732876785	-0.323452492014065	-0.339558010288624	-0.323452492014065	-0.331505251151345	-0.339558010288624	-4.68299458368168	2.03210942555448	-1.40687017840745	3.43897960396193	0.883098099486759	2.34560219338543	411
bN_RNPM170_Contig1_0	viral	-0.316422475112657	-0.316422475112657	-0.316422475112657	-0.316422475112657	0.00325760955846936	1.18468400943002	5.78529740187102	0.0692784966101151	-0.180905917480332	-0.246926804531978	-0.257351155119079	-0.233027670415842	-0.288624206880385	-0.288624206880385	-0.288624206880385	-0.295573773938453	-0.281674639822317	-0.278199856293283	-0.295573773938453	-0.285149423351351	-0.305998124525555	-0.288624206880385	-0.285149423351351	-0.312947691583623	-0.312947691583623	-0.312947691583623	-0.309472908054589	3.21743237391491	0.128349816603693	-0.160057216306128	-0.0558137104351084	-0.15310764924806	-0.114885030428686	-0.125309381015788	-0.163531999835162	-0.146158082189992	-0.156582432777094	-0.208704185712604	-0.226078103357774	-0.194805051596468	-0.243452021002944	-0.219128536299706	-9.37503943134693	2.47397464234789	-1.06215647606257	3.53613111841046	0.725921583107307	2.78420121906475	664
bN_RNPM170_Contig257_256	viral	-0.359424744928231	-0.359424744928231	-0.359424744928231	-0.350750844598138	0.308465580488934	1.30596411844964	5.29595827029244	0.377856783129679	0.247748278178283	0.0309007699259565	0.0222268695958634	0.108965872896794	-0.055838233374974	-0.0992077350254393	-0.142577236675905	-0.18594673832637	-0.18594673832637	-0.211968439316649	-0.264011841297207	-0.246664040637021	-0.220642339646742	-0.220642339646742	-0.264011841297207	-0.264011841297207	-0.324729143607859	-0.359424744928231	-0.350750844598138	3.77802571252616	-0.0905338346953462	-0.307381342947673	-0.324729143607859	-0.324729143607859	-0.342076944268045	-0.316055243277766	-0.342076944268045	-0.333403043937952	-0.350750844598138	-0.359424744928231	-0.359424744928231	-0.359424744928231	-0.350750844598138	-0.350750844598138	-7.09099453222059	1.86804141719279	-1.00353169097025	2.87157310816305	0.719983433983863	2.30988490406159	409
bN_RNPM170_Contig2830_2829	viral	-0.350545581169147	-0.350545581169147	-0.350545581169147	-0.347311019866548	-0.0303240122118639	1.18587103756529	4.32663006238874	0.199329840272652	-0.0173857670014686	0.0440708977479089	-0.0335585735144627	-0.0853115543560438	-0.0497313800274568	-0.0853115543560438	-0.082076993053445	-0.175879270828811	-0.2049903225522	-0.208224883854799	-0.237335935578188	-0.214694006459997	-0.247039619485985	-0.266446987301578	-0.237335935578188	-0.289088916419769	-0.302027161630165	-0.305261722932763	-0.318199968143159	4.96383863900071	0.0505400203531065	-0.237335935578188	-0.285854355117171	-0.269681548604176	-0.302027161630165	-0.318199968143159	-0.302027161630165	-0.295558039024967	-0.327903652050955	-0.305261722932763	-0.31496540684056	-0.34084189726135	-0.334372774656153	-0.337607335958752	-9.89330153086056	2.14080961523603	-0.870933717832109	3.01174333306814	0.00825578814219863	2.52455098402533	951
bN_RNPM170_Contig2831_2830	viral	-0.345404499648879	-0.345404499648879	-0.345404499648879	-0.345404499648879	0.0309727076870164	0.943687435476563	5.18734044818878	0.421464060298008	0.0780198586040033	0.0168585624119203	0.0121538473202216	-0.0631215941469575	-0.133692320522438	-0.0443027337801627	-0.12428289033904	-0.16192061107263	-0.190148901622822	-0.256014912906604	-0.19955833180622	-0.23249133744811	-0.265424343090001	-0.19955833180622	-0.241900767631508	-0.256014912906604	-0.312471494006988	-0.326585639282084	-0.326585639282084	4.09584654691469	0.0168585624119203	-0.284243203456796	-0.298357348731892	-0.288947918548495	-0.326585639282084	-0.326585639282084	-0.326585639282084	-0.317176209098687	-0.312471494006988	-0.326585639282084	-0.30776677891529	-0.317176209098687	-0.326585639282084	-0.317176209098687	-9.52356195605701	1.90532159595318	-1.1926450779424	3.09796667389557	0.495659386377259	2.27409956979675	736
bN_RNPM170_Contig2832_2831	viral	-0.56765200051489	-0.56765200051489	-0.56765200051489	-0.560593344117826	-0.475889467353064	-0.162661589733372	2.36080807221683	-0.063840400174483	0.187624233970904	0.97378209019385	2.13581339956043	1.69729437089286	4.38487779407478	1.89493675001064	1.3770078368761	0.0261574688880765	-0.238542146001804	-0.461772154558937	-0.452066502012975	-0.483830455799761	-0.480301127601229	-0.500594764742786	-0.520888401884344	-0.535005714678471	-0.547358363373332	-0.556181683869661	-0.555299351820029	1.14407217577301	-0.242953806249969	-0.237659813952171	-0.328540015064364	-0.302070053575376	-0.222660169108412	0.0129224881435824	-0.153838269237043	-0.147661944889612	-0.239424478051437	-0.46265448660857	-0.521770733933977	-0.548240695422965	-0.55882868001856	-0.55882868001856	-7.20076240536491	2.41046736388865	3.80719924954158	-1.39673188565293	0.693077536020085	4.55143237478205	1324
bN_RNPM170_Contig2833_2832	viral	-0.560115605843521	-0.560115605843521	-0.560115605843521	-0.553645579111922	-0.345310718354414	0.324984051039305	3.90032082292125	0.0985331154333191	-0.0554535207787517	0.129589243744997	0.762357858095439	1.28643002335501	3.08250944404706	2.39409859980486	1.43653464352812	0.128295238398677	-0.309078568657456	-0.42165703378729	-0.452713162098968	-0.498003349220165	-0.526471466839203	-0.496709343873845	-0.517413429414964	-0.526471466839203	-0.547175552380322	-0.541999530995042	-0.544587541687682	2.29316618279191	-0.197794108873943	-0.274140424306819	-0.323312627466976	-0.322018622120656	-0.263788381536259	0.214993596602112	-0.190030076796024	-0.215910183722422	-0.42295103913361	-0.465653215562167	-0.491533322488566	-0.521295445453924	-0.527765472185523	-0.539411520302403	-7.84653510353689	2.47370134170475	2.9476099613031	-0.473908619598345	0.614330953230601	3.93782709814929	1381
bN_RNPM170_Contig2834_2833	viral	-0.352029438532867	-0.352029438532867	-0.352029438532867	-0.332784093373895	0.0970286151764849	0.693634315104623	4.55553357700505	0.295897181819198	-0.0120283407243576	-0.0312736858833298	-0.0954248364132372	-0.0825946063072557	-0.076179491254265	-0.140330641784172	-0.230142252526043	-0.140330641784172	-0.198066677261089	-0.287878288002959	-0.236557367579033	-0.281463172949969	-0.249387597685015	-0.275048057896978	-0.275048057896978	-0.313538748214922	-0.332784093373895	-0.352029438532867	-0.339199208426885	4.85704398449561	0.000801889381623842	-0.178821332102117	-0.198066677261089	-0.287878288002959	-0.300708518108941	-0.0697643762012743	-0.101839951466228	-0.29429340305595	-0.101839951466228	-0.255802712738006	-0.319953863267913	-0.319953863267913	-0.326368978320904	-0.339199208426885	-7.42905796959378	2.10492060240857	-0.849113543639247	2.95403414604782	0.215767635974138	2.5085610609399	517
